InspectionID,DefectCategory,SeverityWeight
76564,Late Delivery,3.5
76569,Missing Parts,3.5
76576,Not Received,5.0
76583,Wrong Item,4.0
76592,Late Delivery,4.0
76594,Late Delivery,4.0
76602,Late Delivery,3.5
76603,Late Delivery,4.0
76609,No New Category,5.0
76611,Late Delivery,3.5
76615,Poor Quality,4.0
76620,Missing Parts,3.5
76630,Wrong Item,4.0
76631,Missing Parts,4.0
76653,Late Delivery,3.5
76672,Late Delivery,3.5
76676,INVENT,3.5
76686,Wrong Item,4.0
76689,Late Delivery,3.5
76691,Damaged Goods,3.5
76694,Poor Quality,4.0
76697,No Fit,1.0
76702,Poor Quality,4.0
76707,Late Delivery,3.5
76710,Late Delivery,3.5
76713,No Issue,1.0
76720,Not Delivered,4.0
76724,Damaged Goods,4.0
76726,Poor Quality,4.0
76732,Not Received,5.0
76735,Late Delivery,3.5
76738,Late Delivery,4.0
76743,Missing Parts,3.5
76748,Reception Incomplete,4.0
76760,Late Delivery,4.0
76764,Poor Quality,4.0
76767,Late Delivery,4.0
76770,Wrong Item,4.0
76777,Item Not Arrived,5.0
76780,Delayed Pickup,3.5
76781,Late Delivery,3.5
76789,INVENT,1.0
76793,Non-Response,3.5
76799,Wrong Item,4.0
76800,Wrong Item,4.0
76802,Late Delivery,3.5
76809,Missing Parts,3.5
76822,Not Received,5.0
76823,Missing Parts,3.5
76831,INVENT,3.5
76833,Late Delivery,4.0
76838,Wrong Item,3.5
76856,Missing Parts,3.5
76860,Incomplete Items,3.5
76863,Late Delivery,4.0
76868,Late Delivery,3.5
76870,Not Received,5.0
76872,Damaged Goods,3.5
76874,Late Delivery,3.5
76876,Damaged Goods,4.0
76903,Produto Mal Embalado,3.5
76907,No Arrival,5.0
76914,Wrong Item,4.0
76919,Late Delivery,3.5
76926,Late Delivery,3.5
76954,Late Delivery,3.5
76956,Wrong Item,4.0
76963,Late Delivery,3.5
76971,Late Delivery,3.5
76974,INVENT,3.5
76975,Poor Quality,4.0
76979,Late Delivery,3.5
76984,Late Delivery,3.5
77009,Late Delivery,3.5
77015,Late Delivery,3.5
77018,Late Delivery,4.0
77030,Damaged Goods,3.5
77050,Wrong Item,3.5
77059,Late Delivery,4.0
77060,Missing Parts,3.5
77061,Missing Parts,4.0
77070,Missing Parts,3.5
77073,Wrong Item,3.5
77075,No Fit,1.0
77093,Poor Quality,3.5
77096,Late Delivery,3.5
77105,Late Delivery,3.5
77112,Late Delivery,3.5
77113,Late Delivery,3.5
77115,Damaged Goods,4.0
77125,Missing Parts,3.5
77126,Late Delivery,4.0
77128,No Appropriate Category,1.0
77130,Late Delivery,4.0
77142,No Arrival,5.0
77148,No Arrival,5.0
77158,Late Delivery,4.0
77161,Late Delivery,3.5
77167,Late Delivery,4.0
77173,Late Delivery,3.5
77175,INVENT,1.0
77183,Wrong Item,4.0
77186,Late Delivery,3.5
77187,Non-Original,3.5
77189,Wrong Item,4.0
77192,Electrical Failure,5.0
77193,Esperava mais,3.5
77207,Manchado,3.5
77214,Damaged Goods,3.5
77217,Wrong Item,4.0
77225,Poor Quality,3.5
77228,No Sale,5.0
77231,Late Delivery,3.5
77242,Missing Parts,3.5
77243,INVENT,3.5
77260,INVENT,3.5
77261,Late Delivery,3.5
77265,Wrong Item,3.0
77267,INVENT,3.5
77270,N/A,3.5
77274,Fraud,3.5
77280,Wrong Item,4.0
77288,Late Delivery,3.5
77293,Poor Quality,3.0
77296,Wrong Item,4.0
77306,Late Delivery,4.0
77309,Late Delivery,4.0
77320,Wrong Item,4.0
77328,Poor Quality,3.5
77333,INVENT,1.0
77334,No Arrival,5.0
77358,ERRO,5.0
77368,Missing Details,3.5
77369,Non Functional,4.0
77370,Late Delivery,3.5
77377,Wrong Item,3.5
77384,Missing Parts,3.5
77394,Wrong Item,4.0
77406,Late Delivery,3.5
77408,Late Delivery,4.0
77414,Missing Parts,3.5
77418,Late Delivery,3.5
77422,Poor Quality,3.0
77424,Wrong Item,3.5
77443,INVENT,3.5
77448,Wrong Item,4.0
77459,Falta de Consideração,3.5
77465,Late Delivery,3.5
77483,INVENT,3.5
77490,Poor Quality,4.0
77491,Missing Parts,3.5
77497,Wrong Item,3.5
77498,Late Delivery,3.5
77501,Late Delivery,3.5
77503,Damaged Goods,3.5
77508,Wrong Item,4.0
77523,Missing Parts,3.5
77526,Late Delivery,3.5
77528,Wrong Item,3.5
77534,Wrong Item,3.5
77548,Produto tão mal-feito que parece até falsificado,2.5
77552,Late Delivery,3.5
77561,Late Delivery,3.5
77573,Wrong Item,4.0
77588,No Issue,1.0
77589,Late Delivery,4.0
77595,Missing Parts,3.5
77600,Rude Courier,3.5
77602,Late Delivery,3.5
77603,Invent,2.5
77606,Missing Parts,3.5
77612,Wrong Item,3.5
77618,Late Delivery,3.5
77629,Incêndio,5.0
77637,Wrong Item,4.0
77650,Different from Photo,3.5
77652,N/A,1.0
77653,Defective Cap,3.5
77676,Long Queue,3.5
77689,Wrong Item,4.0
77690,Late Delivery,3.5
77705,Late Delivery,4.0
77709,Wrong Item,4.0
77714,Wrong Item,3.5
77715,Late Delivery,4.0
77735,INVENT,3.5
77749,Missing Parts,3.5
77754,Wrong Item,3.5
77756,INVENT,1.0
77759,Wrong Item,3.5
77763,No Delivery,3.5
77776,Fake Product,4.0
77783,Quality Variance,3.5
77784,No Issue Found,1.0
77787,Não Recebido,3.5
77803,Late Delivery,4.0
77804,Misalignment,3.5
77805,Wrong Item,4.0
77818,Entrega incompleta,3.5
77824,INVENT,3.5
77839,Wrong Item,3.5
77841,Wrong Item,4.0
77843,INVENT,1.0
77854,Not Received,5.0
77857,Entrega incompleta,3.5
77862,Wrong Item,4.0
77864,Poor Quality,3.5
77865,Poor Quality,4.0
77879,Not Gotten Product,3.5
77884,Wrong Item,4.0
77886,Late Delivery,3.5
77907,INVENT,1.0
77912,Late Delivery,4.0
77913,nAO RECEBI O PRODUTO,4.0
77917,Late Delivery,3.5
77919,Late Delivery,4.0
77925,Late Delivery,3.5
77931,Late Delivery,3.5
77932,Wrong Item,4.0
77938,Late Delivery,4.0
77942,Late Delivery,3.5
77943,Late Delivery,4.0
77954,Wrong Item,3.5
77958,Late Delivery,3.5
77961,No Fit,3.5
77964,Mislead,4.0
77975,No Issue,1.0
77976,INVENTED CATEGORY,2.5
77986,Poor Quality,4.0
77989,Entrega muito rápida,1.0
77991,Communication Issue,3.5
78001,Violated Product,4.0
78003,Late Delivery,3.5
78011,Não Ajustável,3.5
78027,INVENT,3.5
78038,Late Delivery,3.5
78040,Missing Parts,3.5
78046,Missing Parts,3.5
78062,Wrong Item,4.0
78071,Missing Parts,4.0
78072,Wrong Item,4.0
78075,Late Delivery,4.0
78086,Missing Parts,3.5
78100,No Issue Reported,1.0
78106,Wrong Item,3.5
78128,Poor Quality,3.5
78141,Product Not Recognized By Printer,3.5
78154,Late Delivery,3.5
78186,Late Delivery,3.5
78193,No Fit,3.5
78194,Produto Riscado,3.5
78201,Poor Quality,3.5
78209,Wrong Item,3.5
78212,Late Delivery,3.5
78220,Late Delivery,3.5
78222,Late Delivery,3.5
78236,Wrong Item,4.0
78238,Late Delivery,3.5
78243,N/A,1.0
78244,Late Delivery,3.5
78248,Rude Courier,3.5
78256,Late Delivery,3.5
78259,Non-Received,5.0
78260,Item Not Received,5.0
78269,No Delivery,5.0
78278,Embarrasment,3.5
78285,Wrong Item,4.0
78290,Late Delivery,3.5
78292,Late Delivery,3.5
78298,Missing Parts,3.5
78311,Poor Quality,4.0
78321,Late Delivery,3.5
78325,Não Recebido,3.5
78327,Damaged Goods,3.5
78339,Late Delivery,4.0
78368,Late Delivery,3.5
78369,Late Delivery,3.5
78374,Missing Parts,3.5
78375,Fake Product,4.0
78379,Poor Quality,4.0
78385,Late Delivery,3.5
78386,Wrong Item,4.0
78390,Wrong Item,3.5
78395,No Issue,1.0
78402,Missing Parts,3.5
78413,Damaged Goods,3.5
78416,No Issue,1.0
78418,Color Mismatch,3.5
78420,Poor Quality,3.5
78425,Poor Quality,3.5
78427,Notified Missing,3.5
78445,Não recebi o produto,4.0
78451,INVENT,3.5
78468,Missing Parts,3.5
78473,No Issue,1.0
78492,INVENT,3.5
78495,Late Delivery,3.5
78496,Wrong Item,4.0
78511,Não Recebido,5.0
78522,Wrong Item,3.5
78530,Poor Quality,4.0
78533,Late Delivery,3.5
78534,INVENT,1.0
78536,Insatisfeita,3.5
78544,Wrong Item,4.0
78547,Poor Quality,3.5
78558,Poor Quality,3.5
78564,Late Delivery,3.5
78600,Wrong Item,3.5
78605,Late Delivery,3.5
78610,Late Delivery,2.0
78616,Late Delivery,3.5
78617,Late Delivery,4.0
78624,Poor Quality,4.0
78632,Wrong Item,4.0
78638,Wrong Item,4.0
78640,Late Delivery,4.0
78659,Late Delivery,4.0
78665,No Delivery,5.0
78666,Late Delivery,4.0
78667,Wrong Item,4.0
78670,Late Delivery,3.5
78677,Missing Parts,3.5
78680,Late Delivery,3.5
78696,Excellent Product,1.0
78704,Late Delivery,3.5
78708,Late Delivery,3.5
78710,Late Delivery,3.5
78739,Late Delivery,3.5
78743,No Fit,1.0
78745,Wrong Item,3.5
78749,Late Delivery,3.5
78750,Missing Parts,3.5
78777,Poor Quality,4.0
78780,Late Delivery,3.5
78783,Wrong Item,3.5
78784,Wrong Item,3.5
78793,Late Delivery,4.0
78795,Missing Parts,3.5
78797,Poor Quality,3.5
78801,No Applicable,1.0
78806,Frágil,3.5
78812,Missing Illustrations,3.5
78813,INVENT,1.0
78821,Late Delivery,3.5
78834,Late Delivery,3.5
78841,Late Delivery,4.0
78846,Wrong Item,3.5
78858,Late Delivery,3.5
78863,Damaged Goods,3.5
78868,Missing Parts,3.5
78884,Late Delivery,4.0
78889,Late Delivery,3.5
78892,Late Delivery,3.5
78893,Item Never Arrived,5.0
78913,Material Variance,3.5
78914,Missing Parts,3.5
78922,Late Delivery,3.5
78928,Wrong Item,3.5
78948,Late Delivery,3.5
78963,Late Delivery,3.5
78965,Missing Parts,3.5
78966,No Arrival,5.0
78979,Late Delivery,3.5
78983,No Fit,3.5
78985,Late Delivery,3.5
78994,Late Delivery,1.0
79008,Late Delivery,3.5
79009,Fake Product,5.0
79014,Wrong Item,4.0
79015,Fragrance Issue,3.5
79021,Wrong Item,4.0
79034,Late Delivery,4.0
79039,Late Delivery,3.5
79042,Wrong Item,3.5
79045,Missing Parts,4.0
79052,Wrong Item,4.0
79054,No Delivery,4.0
79065,👎,3.5
79073,Wrong Item,4.0
79080,Incomplete Parts,3.5
79094,No Fit,3.5
79104,Missing Parts,3.5
79109,Wrong Item,3.5
79116,INVENT,3.5
79118,Poor Quality,3.5
79128,Late Delivery,3.5
79129,Late Delivery,3.5
79133,Color Mismatch,4.0
79137,Wrong Item,4.0
79141,Late Delivery,3.5
79142,Missing Parts,3.5
79163,Late Delivery,3.5
79164,INVENT,1.0
79166,Wrong Item,3.5
79169,Poor Quality,3.5
79172,Wrong Item,4.0
79189,CANCELADO_AGUARD._ESTORNO_CAROS,3.5
79195,Poor Quality,4.0
79203,Late Delivery,3.5
79204,Late Delivery,3.5
79208,Late Delivery,3.5
79237,Late Delivery,3.5
79254,Missing Parts,3.5
79263,Poor Quality,3.0
79268,Late Delivery,3.5
79269,Wrong Item,4.0
79278,Wrong Item,4.0
79284,Wrong Item,4.0
79291,Damaged Goods,4.0
79292,No Fit,1.0
79300,Late Delivery,3.5
79323,Late Delivery,3.5
79329,Late Delivery,3.5
79333,Late Delivery,3.5
79340,Late Delivery,4.0
79362,Wrong Item,4.0
79366,Wrong Item,3.5
79367,Wrong Item,3.5
79376,Late Delivery,3.5
79387,Wrong Item,3.5
79391,Poor Quality,3.5
79404,Wrong Item,4.0
79412,INVENT,3.5
79414,Poor Quality,4.0
79422,Missing Parts,3.5
79425,Wrong Item,4.0
79439,No Delivery,5.0
79443,Wrong Item,4.0
79447,Late Delivery,3.5
79451,Late Delivery,3.5
79460,Missing Parts,3.5
79469,Not Gotten,3.5
79476,Late Delivery,4.0
79477,Missing Parts,3.5
79479,Wrong Item,3.5
79490,Late Delivery,3.5
79493,Wrong Item,4.0
79508,INVENT,1.0
79520,Wrong Item,4.0
79532,Rude Courier,3.5
79534,Late Delivery,4.0
79538,Missing Parts,4.0
79542,Late Delivery,3.5
79548,Missing Parts,3.5
79553,Late Delivery,3.5
79570,Missing Parts,3.5
79571,Missing Parts,4.0
79574,Late Delivery,4.0
79602,Wrong Item,4.0
79603,No Issue,1.0
79639,Wrong Item,4.0
79646,Wrong Item,4.0
79656,Wrong Item,3.5
79667,Wrong Item,3.5
79678,Wrong Item,3.5
79699,Late Delivery,4.0
79706,Late Delivery,3.5
79711,Missing Parts,3.5
79717,Poor Quality,3.5
79722,Missing Parts,3.5
79723,Wrong Item,4.0
79731,Late Delivery,3.5
79732,Poor Quality,3.5
79735,Late Delivery,3.5
79737,Late Delivery,4.0
79738,Late Delivery,4.0
79743,Sem retorno a respeito da devolução,3.5
79753,Wrong Item,4.0
79759,Wrong Item,3.5
79769,Late Delivery,3.5
79772,Late Delivery,4.0
79775,Produto Frágil,4.0
79777,Damaged Goods,3.5
79785,Late Delivery,3.5
79787,Late Delivery,1.0
79788,Late Delivery,3.5
79790,INVENT,3.5
79795,Late Delivery,1.0
79796,Missing Parts,3.5
79812,Late Delivery,3.5
79813,Non-Functional,4.0
79814,Missing Parts,3.5
79823,Late Delivery,3.5
79829,Missing Parts,3.5
79835,Late Delivery,3.5
79837,Wrong Item,4.0
79838,Wrong Item,4.0
79852,Defective Product,3.5
79854,Late Delivery,3.5
79868,Non-Functional Product,4.0
79872,No Fit,1.0
79886,Missing Parts,3.5
79896,Missing Parts,3.5
79899,Wrong Item,3.5
79917,Poor Quality,3.0
79919,INVOICE ISSUE,3.5
79921,Late Delivery,3.5
79926,Late Delivery,3.5
79937,Wrong Item,4.0
79940,Late Delivery,3.5
79946,Poor Quality,4.0
79953,Weighting the Review:,2.5
79957,Late Delivery,3.5
79973,Wrong Item,4.0
79986,Late Delivery,3.5
79988,Poor Quality,3.5
79992,Poor Quality,3.5
80017,Late Delivery,4.0
80018,Delay,3.5
80020,Poor Quality,4.0
80033,Late Delivery,4.0
80049,Wrong Item,4.0
80051,Missing Parts,3.5
80054,Poor Quality,4.0
80063,None of the given categories fit. Invent Category,2.5
80070,INVENT,3.5
80080,Late Delivery,3.5
80085,Late Delivery,4.0
80100,Non-Dispatch,4.0
80118,Late Delivery,3.5
80119,Falta de Educação,3.5
80126,Late Delivery,4.0
80135,Produto Não Entregue,3.5
80136,Não Recebido,3.5
80146,Late Delivery,3.5
80151,Missing Parts,4.0
80152,Poor Quality,3.5
80157,Late Delivery,3.5
80158,Late Delivery,3.5
80162,Late Delivery,3.5
80169,No Issue,1.0
80171,Not Delivered,4.0
80173,Late Delivery,4.0
80182,INVENT,3.5
80189,Late Delivery,3.5
80191,Wrong Item,3.5
80214,Produto Defeituoso,4.0
80233,Light and Thin,3.5
80234,Late Delivery,3.5
80236,Late Delivery,3.5
80245,Missing Parts,3.5
80247,Wrong Item,4.0
80254,Late Delivery,3.5
80258,Late Delivery,3.5
80263,Missing Packaging,3.5
80264,Material Frágil,2.5
80267,Late Delivery,4.0
80290,Poor Quality,4.0
80296,Electrical Mismatch,4.0
80300,Pintura Desgastada,3.5
80303,Missing Parts,3.5
80304,Wrong Item,4.0
80321,Late Delivery,4.0
80323,Wrong Item,4.0
80328,Late Delivery,3.5
80331,Late Delivery,3.5
80333,Poor Quality,4.0
80342,Late Delivery,3.5
80346,Wrong Item,3.5
80361,Não Recebido,5.0
80367,Wrong Item,4.0
80395,Ruim,3.5
80402,Late Delivery,4.0
80409,Wrong Item,4.0
80412,Not Received,5.0
80415,Canceled Purchase,3.5
80428,Late Delivery,3.5
80440,Late Delivery,4.0
80452,Late Delivery,4.0
80454,Late Delivery,3.5
80455,Poor Quality,3.5
80457,Wrong Item,4.0
80467,Late Delivery,3.5
80486,Late Delivery,3.5
80487,No Delivery,3.0
80488,No Fit,3.5
80490,Late Delivery,3.5
80497,Poor Quality,3.0
80501,Wrong Item,3.5
80502,Category,1.0
80519,Late Delivery,4.0
80543,Wrong Item,4.0
80546,Wrong Item,4.0
80558,Wrong Item,4.0
80566,Poor Quality,4.0
80567,Rude Courier,3.5
80570,INVENT,3.5
80585,Late Delivery,2.0
80588,Rude Courier,3.5
80592,Damaged Goods,4.0
80603,Poor Quality,3.5
80608,Missing Parts,4.0
80613,Late Delivery,4.0
80614,Wrong Item,3.5
80618,Poor Quality,3.0
80638,Poor Quality,3.5
80646,Late Delivery,3.5
80653,Late Delivery,3.5
80659,Damaged Goods,4.0
80663,Poor Quality,3.5
80675,No Problema,1.0
80680,Late Delivery,3.5
80689,Late Delivery,3.5
80690,Broken Product,4.0
80694,Poor Quality,4.0
80702,Missing Parts,4.0
80723,Late Delivery,3.5
80732,Duplicates,3.5
80754,Missing Parts,3.5
80759,Late Delivery,3.5
80760,INVENT,3.5
80766,Late Delivery,3.5
80778,Communication Issues,3.5
80785,INVENT,1.0
80787,Falta de informação,3.5
80794,Late Delivery,3.5
80797,Late Delivery,3.5
80798,No Arrival,5.0
80806,Wrong Item,3.5
80807,Wrong Item,3.5
80810,Late Delivery,4.0
80814,Defective Product,3.5
80818,Missing Parts,3.5
80823,Late Delivery,3.5
80825,Insatisfação Negativo,3.5
80828,Late Delivery,3.5
80831,Late Delivery,4.0
80835,INVENT,3.5
80839,Late Delivery,3.5
80842,Wrong Item,4.0
80843,Não Funciona,2.5
80853,INVENT,2.0
80855,INVENT,1.0
80856,Damaged Goods,4.0
80861,INVENT,3.5
80866,Wrong Item,4.0
80873,Late Delivery,3.5
80899,Missing Parts,4.0
80903,Late Delivery,3.5
80910,Late Delivery,3.5
80911,Wrong Item,3.5
80923,Missing Parts,3.5
80928,Missing Parts,3.5
80939,Wrong Item,3.5
80940,Poor Quality,4.0
80941,INVENT,3.5
80951,Late Delivery,4.0
80952,Late Delivery,2.0
80956,Wrong Item,3.5
80987,No Issue,1.0
81001,Missing Parts,3.5
81009,Late Delivery,3.5
81025,Not Received,5.0
81028,Late Delivery,3.5
81046,Late Delivery,3.5
81049,Missing Parts,3.5
81057,Wrong Item,4.0
81073,Wrong Item,4.0
81080,Late Delivery,2.0
81090,Late Delivery,3.5
81097,Wrong Item,3.5
81108,Wrong Item,3.5
81113,Wrong Item,4.0
81117,Item Not Received,5.0
81128,Poor Quality,4.0
81135,Wrong Item,4.0
81145,Missing Parts,3.5
81151,INVENT,3.5
81153,Bom produto,1.0
81155,Wrong Item,4.0
81156,INVENT,3.5
81158,Late Delivery,4.0
81175,Late Delivery,3.5
81181,Late Delivery,4.0
81186,Late Delivery,4.0
81199,Late Delivery,3.5
81207,INVENT,3.5
81211,Late Delivery,3.5
81219,Missing Parts,3.5
81221,Missing Parts,5.0
81229,Wrong Item,4.0
81242,Missing Parts,3.5
81247,Late Delivery,3.5
81248,Wrong Item,3.5
81254,Late Delivery,3.5
81256,Wrong Item,4.0
81267,Late Delivery,4.0
81268,Wrong Item,3.5
81279,Late Delivery,3.5
81286,Late Delivery,3.5
81288,Late Delivery,3.5
81310,Wrong Item,4.0
81315,Zero Responsabilidade,3.5
81316,Incompatibilidade do Produto,4.0
81321,No Arrival,5.0
81331,Poor Quality,4.0
81342,Late Delivery,3.5
81352,Poor Quality,3.5
81354,Concern,3.5
81361,Late Delivery,4.0
81373,Late Delivery,3.5
81386,Poor Quality,4.0
81387,Wrong Item,3.5
81392,Wrong Item,3.5
81399,Late Delivery,3.5
81418,Cancelled Purchase,3.5
81420,Missing Parts,3.5
81429,Não sei aonde foi parar meu produto,3.5
81437,Missing Parts,4.0
81446,Late Delivery,3.5
81449,Damaged Goods,4.0
81455,Late Delivery,3.5
81462,Wrong Item,4.0
81465,Late Delivery,3.5
81472,Missing Parts,3.5
81477,Poor Quality,4.0
81479,Missing Parts,3.5
81480,Missing Parts,3.5
81495,Poor Quality,4.0
81508,INVENT,3.5
81510,Wrong Item,3.5
81526,Late Delivery,3.5
81528,Late Delivery,3.5
81529,Wrong Item,4.0
81532,INVENT,3.5
81540,Late Delivery,4.0
81546,Wrong Item,3.5
81547,Wrong Item,3.5
81550,Rude Courier,3.5
81565,N/A,1.0
81567,Late Delivery,3.5
81590,Wrong Item,4.0
81612,Late Delivery,3.5
81613,Late Delivery,3.5
81625,Late Delivery,3.5
81628,Wrong Item,4.0
81644,Electrolisso,4.0
81664,Wrong Item,3.5
81673,Late Delivery,3.5
81675,Late Delivery,3.5
81680,Wrong Item,4.0
81682,Wrong Item,4.0
81702,No Delivery,5.0
81715,Poor Quality,4.0
81735,Non-Compliance,3.5
81736,Late Delivery,3.5
81751,Late Delivery,3.5
81752,Wrong Item,4.0
81770,Missing Parts,3.5
81779,Late Delivery,4.0
81784,INVENT,3.5
81785,Wrong Item,3.5
81788,Packed Roughly,3.5
81791,Poor Quality,4.0
81798,Poor Quality,3.5
81807,Wrong Item,4.0
81809,Late Delivery,3.5
81819,Late Delivery,3.5
81823,Notified Delay,3.5
81831,Poor Quality,4.0
81835,Late Delivery,4.0
81837,INVENT,3.5
81855,Poor Quality,3.5
81862,Difficulty,3.5
81882,Late Delivery,4.0
81906,Late Delivery,3.5
81908,Late Delivery,3.5
81911,Late Delivery,3.5
81913,Wrong Item,3.5
81920,No Issue,1.0
81937,Late Delivery,3.5
81946,Product Issue,3.5
81948,Missing Parts,3.5
81954,Late Delivery,3.5
81959,Late Delivery,3.5
81961,INVENT,3.5
81981,Leaking Hose,4.0
82005,Wrong Item,4.0
82012,Wrong Item,4.0
82032,Missing Parts,3.5
82039,Late Delivery,4.0
82040,Recebimento Parcial,3.5
82051,Late Delivery,3.5
82054,Wrong Item,4.0
82056,Not Expected,3.5
82065,Wrong Item,3.5
82070,Missing Parts,3.5
82073,INVENT,3.5
82075,Wrong Item,4.0
82087,Missing Parts,3.5
82094,Missing Parts,3.5
82095,Poor Quality,4.0
82103,No Parts,3.5
82120,Late Delivery,3.5
82124,Wrong Item,3.5
82135,Missing Parts,3.5
82146,Missing Parts,3.5
82149,INVENT,1.0
82162,Poor Quality,3.0
82163,Late Delivery,3.5
82179,Late Delivery,3.5
82183,Late Delivery,3.5
82197,No Issue,1.0
82199,Poor Quality,3.5
82202,Missing Parts,3.5
82218,Missing Parts,3.5
82220,Damaged Goods,4.0
82229,Late Delivery,4.0
82241,Wrong Item,3.5
82269,Wrong Item,3.5
82279,Late Delivery,3.5
82280,INVENT,3.5
82286,Late Delivery,3.5
82297,Late Delivery,3.5
82299,Poor Quality,4.0
82304,Late Delivery,3.5
82320,Poor Quality,3.5
82325,INVENT,3.5
82330,Non Functional,5.0
82339,Missing Parts,3.5
82345,Missing Parts,3.5
82347,Late Delivery,3.5
82348,Late Delivery,3.5
82355,Wrong Item,4.0
82371,Damaged Goods,3.5
82373,Missing Parts,4.0
82377,Late Delivery,3.5
82382,Communication Issue,3.5
82398,Late Delivery,3.5
82400,Estou aguardando,3.5
82407,Late Delivery,4.0
82408,Late Delivery,3.5
82429,Missing Parts,3.5
82430,Wrong Item,3.5
82436,Late Delivery,1.0
82442,INVENT,3.5
82451,Poor Quality,4.0
82470,Wrong Item,4.0
82474,Poor Quality,4.0
82477,Late Delivery,3.5
82489,Late Delivery,4.0
82498,Late Delivery,3.5
82510,Wrong Item,4.0
82518,Late Delivery,3.5
82527,Product Variance,3.5
82531,Fake Products,3.5
82541,Late Delivery,3.5
82549,No Feedback Provided,1.0
82550,Missing Parts,3.5
82568,No Delivery,4.0
82573,INVENT,3.5
82588,Late Delivery,3.5
82591,Product Variance,3.5
82596,Pintura Falha,4.0
82599,Late Delivery,3.5
82609,Late Delivery,3.5
82637,Late Delivery,4.0
82641,Wrong Item,4.0
82643,Poor Quality,4.0
82658,Missing Parts,5.0
82663,Produto Incompleto,3.5
82667,Missing Parts,4.0
82670,Category,2.5
82674,Late Delivery,3.5
82680,Poor Quality,4.0
82684,Late Delivery,3.5
82692,Risky Encaixe,4.0
82714,INVENT,3.5
82715,Color Mismatch,3.5
82718,Wrong Item,4.0
82729,Late Delivery,3.5
82740,Late Delivery,3.5
82743,Valor Refundado,3.5
82745,Missing Parts,3.5
82746,INVENT,3.5
82761,Late Delivery,3.5
82773,Poor Quality,3.5
82787,Late Delivery,3.5
82792,Incompetência,3.5
82801,Wrong Item,4.0
82802,Late Delivery,3.5
82819,Late Delivery,3.5
82828,Quality,2.0
82831,Critical Failure / Scam,5.0
82837,Wrong Item,4.0
82839,Poor Quality,3.0
82840,Late Delivery,3.5
82845,Wrong Item,4.0
82854,Missing Parts,3.5
82866,Poor Quality,3.5
82868,Wrong Item,3.5
82877,Poor Quality,4.0
82878,Wrong Item,4.0
82879,Late Delivery,4.0
82885,Late Delivery,3.5
82904,Late Delivery,1.0
82912,Late Delivery,3.5
82920,Late Delivery,3.5
82930,Wrong Item,4.0
82945,Misdescription,3.5
82948,Poor Quality,3.5
82967,Poor Quality,3.5
82968,Late Delivery,3.5
82969,Late Delivery,4.0
82976,Poor Quality,3.5
82978,Mislabeling,3.5
82985,Late Delivery,4.0
82987,Late Delivery,3.5
82996,Wrong Item,4.0
82999,Golpe,5.0
83004,Poor Quality,3.5
83017,Refund Request,5.0
83023,Late Delivery,3.5
83030,Late Delivery,3.5
83042,Poor Quality,4.0
83045,Late Delivery,3.5
83054,No Fit,1.0
83064,Late Delivery,3.5
83071,Wrong Item,3.5
83072,Wrong Item,3.5
83092,Late Delivery,3.5
83093,INVENT,3.5
83106,INVENT,3.5
83109,Not Available,3.5
83112,Wrong Item,4.0
83116,Category,2.5
83117,Late Delivery,4.0
83118,Wrong Item,3.5
83119,Missing Parts,3.5
83130,Missing Parts,3.5
83138,No Delivery,5.0
83148,Missing Parts,4.0
83151,Late Delivery,4.0
83162,Late Delivery,4.0
83165,Poor Quality,3.5
83167,Late Delivery,3.5
83171,INVENT,1.0
83174,Late Delivery,3.5
83182,Late Delivery,3.5
83188,Tecido Ruim,3.5
83191,INVENTED CATEGORY,2.5
83202,Não lê os dvds e cds,3.5
83211,Wrong Item,4.0
83223,Misinfo,3.5
83224,Poor Quality,3.5
83230,Missing Parts,3.5
83236,Wrong Item,4.0
83249,Wrong Item,3.5
83251,Late Delivery,3.5
83252,Late Delivery,3.5
83255,Not Received,5.0
83256,Delayed Delivery,3.5
83257,Wrong Item,4.0
83261,Wrong Item,4.0
83262,Wrong Item,4.0
83263,Product Not In Stock,3.5
83265,Color Mismatch,3.5
83277,Late Delivery,3.5
83297,No New Category,3.5
83301,INVENT,3.5
83306,Poor Quality,3.5
83316,Missing Parts,4.0
83323,Missing Parts,3.5
83326,Misleading Ad,3.5
83330,Poor Quality,4.0
83339,Wrong Item,3.5
83353,Late Delivery,3.5
83390,Wrong Item,4.0
83407,Wrong Item,4.0
83413,Missing Parts,3.5
83415,Mismatched Product,3.5
83420,Wrong Item,4.0
83427,No Delivery,3.0
83443,Late Delivery,3.5
83449,Wrong Item,3.5
83450,Wrong Item,3.5
83463,INVENT,3.5
83466,Late Delivery,4.0
83474,Late Delivery,3.5
83475,Late Delivery,3.5
83480,INVENT,1.0
83485,Late Delivery,4.0
83490,Late Delivery,3.5
83499,Wrong Item,4.0
83502,Invent,3.5
83514,Late Delivery,3.5
83525,Late Delivery,3.5
83543,Late Delivery,3.5
83547,Missing Parts,4.0
83551,Wrong Item,4.0
83559,Wrong Item,4.0
83563,Communication Issues,3.5
83567,Pedido Incompleto,3.5
83571,No Arrival,5.0
83599,Wrong Item,4.0
83601,Missing Parts,3.5
83615,Late Delivery,3.5
83623,Wrong Item,4.0
83626,Não Gostei do Entregador,3.5
83629,Missing Parts,3.5
83632,Wrong Item,4.0
83635,Poor Quality,3.5
